transaction_id,date_id,product_id,store_id,quantity_sold,unit_price,gross_amount,discount_percentage,discount_amount,net_amount,is_promotion,current_stock_level,reorder_point,units_to_stock,stockout_flag
T112393,2023-07-26,P1181,ST011,4.0,53.48,213.92,0,0.0,213.92,No,94.0,65,0,0
T112394,2023-07-26,P1077,ST003,7.0,61.78,432.46,0,0.0,432.46,No,298.0,77,0,0
T112395,2023-07-26,P1125,ST048,7.0,247.11,1729.77,0,0.0,1729.77,No,306.0,72,0,0
T112396,2023-07-26,P1013,ST017,3.0,564.27,1692.81,0,0.0,1692.81,No,63.0,22,0,0
T112397,2023-07-26,P1069,ST009,8.0,71.91,575.28,0,0.0,575.28,No,145.0,40,0,0
T112398,2023-07-26,P1036,ST013,6.0,1147.02,6882.12,15,1032.32,5849.8,Yes,151.0,91,0,0
T112399,2023-07-26,P1031,ST030,2.0,774.03,1548.06,5,77.4,1470.66,Yes,,49,0,0
T112400,2023-07-26,P1151,ST006,7.0,137.99,965.93,25,241.48,724.45,Yes,470.0,84,0,0
T112401,2023-07-26,P1065,ST027,7.0,77.7,543.9,0,0.0,,No,77.0,35,0,0
T112402,2023-07-26,P1112,ST026,18.0,11.27,202.86,0,0.0,202.86,No,341.0,31,0,0
T112403,2023-07-26,P1130,ST042,,225.44,676.32,30,202.9,473.42,Yes,273.0,91,0,0
T112404,2023-07-26,P1126,ST028,1.0,169.06,169.06,0,0.0,169.06,No,207.0,48,0,0
T112405,2023-07-26,P1049,ST011,8.0,65.77,526.16,0,0.0,526.16,No,338.0,99,0,0
T112406,2023-07-26,P1074,ST046,7.0,135.2,946.4,0,0.0,946.4,No,355.0,42,0,0
T112407,2023-07-26,P1116,ST013,3.0,11.61,34.83,0,0.0,34.83,No,,25,0,0
T112408,2023-07-26,P1159,ST007,8.0,177.12,1416.96,0,0.0,1416.96,No,336.0,25,0,0
T112409,2023-07-26,P1138,ST017,6.0,85.47,512.82,10,51.28,461.54,Yes,53.0,68,42,0
T112410,2023-07-26,P1139,ST022,5.0,127.91,639.55,0,0.0,639.55,No,259.0,93,0,0
T112411,2023-07-26,P1149,ST039,3.0,239.79,719.37,0,0.0,719.37,No,217.0,23,0,0
T112412,2023-07-26,P1053,ST044,5.0,28.05,140.25,0,0.0,140.25,No,481.0,73,0,0
T112413,2023-07-26,P1172,ST029,8.0,54.45,435.6,0,0.0,435.6,No,441.0,35,0,0
T112414,2023-07-26,P1081,ST047,,18.35,91.75,0,0.0,91.75,No,210.0,79,0,0
T112415,2023-07-26,P1088,ST018,1.0,21.19,21.19,15,3.18,18.01,Yes,184.0,58,0,0
T112416,2023-07-26,P1005,ST043,1.0,1466.39,1466.39,0,0.0,1466.39,No,302.0,76,0,0
T112417,2023-07-26,P1133,ST015,6.0,82.53,495.18,30,148.55,346.63,Yes,206.0,46,0,0
T112418,2023-07-26,P1167,ST007,4.0,42.86320324408845,171.45,0,0.0,171.45,No,430.0,57,0,0
T112419,2023-07-26,P1058,ST003,5.0,103.34,,0,0.0,516.7,No,10.0,67,62,0
T112420,2023-07-26,P1171,ST014,3.0,68.89,206.67,25,51.67,155.0,Yes,429.0,56,0,0
T112421,2023-07-26,P1041,ST005,1.0,45.31,45.31,30,13.59,31.72,Yes,71.0,67,22,0
T112422,2023-07-26,p1123,ST040,3.0,188.55,565.65,0,0.0,565.65,No,446.0,40,0,0
T112423,2023-07-26,P1027,ST018,3.0,252.69,758.07,0,0.0,758.07,No,443.0,20,0,0
T112424,2023-07-26,P1116,ST038,8.0,,92.88,0,0.0,92.88,No,307.0,78,0,0
T112425,2023-07-26,P1139,ST015,2.0,127.91,255.82,0,0.0,255.82,No,132.0,24,0,0
T112426,2023-07-26,P1018,ST033,3.0,407.2,1221.6,0,0.0,1221.6,No,43.0,72,37,0
T112427,2023-07-26,P1097,ST016,3.0,25.87,77.61,5,3.88,73.73,Yes,254.0,29,0,0
T112428,2023-07-26,P1176,ST012,6.0,89.18,535.08,0,0.0,535.08,No,109.0,93,0,0
T112429,2023-07-26,P1025,ST033,3.0,562.26,1686.78,20,337.36,1349.42,Yes,,81,0,0
T112430,2023-07-26,P1115,ST015,13.0,7.88,102.44,0,0.0,102.44,No,98.0,49,0,0
T112431,2023-07-26,P1038,ST014,1.0,389.84,389.84,0,0.0,389.84,No,48.0,39,0,0
T112432,2023-07-26,P1121,ST004,3.0,275.42,826.26,0,0.0,826.26,No,318.0,55,0,0
T112433,2023-07-26,P1133,ST005,2.0,82.53,165.06,0,0.0,165.06,No,103.0,91,9,0
T112434,2023-07-26,P1035,ST036,2.0,1414.7,2829.4,0,0.0,2829.4,No,400.0,41,0,0
T112435,2023-07-26,P1034,ST003,1.0,1292.18,1292.18,0,0.0,1292.18,No,218.0,40,0,0
T112436,2023-07-26,P1099,ST049,7.0,21.5,150.5,0,0.0,150.5,No,163.0,87,0,0
T112437,2023-07-26,P1032,ST021,6.0,1089.61,6537.66,0,0.0,6537.66,No,334.0,38,0,0
T112438,2023-07-26,P1194,ST003,2.0,81.67,163.34,0,0.0,163.34,No,192.0,54,0,0
T112439,2023-07-26,P1052,ST012,3.0,107.98,323.94,0,0.0,323.94,No,166.0,23,0,0
T112440,2023-07-26,P1065,ST003,8.0,77.7,621.6,0,0.0,621.6,No,329.0,22,0,0
T112441,2023-07-26,P1147,ST009,1.0,105.39,105.39,10,10.54,94.85,Yes,34.0,83,80,0
T112442,2023-07-26,P1003,ST027,3.0,597.74,1793.22,0,0.0,1793.22,No,52.0,84,41,0
T112443,2023-07-27,p1191,ST010,6.0,86.06,516.36,0,0.0,516.36,No,30.0,26,5,0
T112444,2023-07-27,P1102,ST026,5.0,13.3,66.5,0,0.0,66.5,No,332.0,96,0,0
T112445,2023-07-27,P1194,ST010,4.0,81.67,326.68,15,49.0,277.68,Yes,474.0,90,0,0
T112446,2023-07-27,P1027,ST006,2.0,252.69,505.38,15,75.81,429.57,Yes,169.0,59,0,0
T112447,2023-07-27,P1018,ST041,922.0,407.2,814.4,0,0.0,814.4,No,258.0,76,0,0
T112448,2023-07-27,P1198,ST006,7.0,89.7,627.9,0,0.0,627.9,No,199.0,36,0,0
T112449,2023-07-27,P1120,ST049,12.0,11.99,143.88,10,14.39,129.49,Yes,456.0,74,0,0
T112450,2023-07-27,P1060,ST029,7.0,129.11,903.77,20,180.75,723.02,Yes,479.0,87,0,0
T112451,2023-07-27,P1106,ST009,10.0,5.72,57.2,5,2.86,54.34,Yes,292.0,50,0,0
T112452,2023-07-27,P1031,ST038,2.0,774.03,1548.06,15,232.21,1315.85,Yes,305.0,33,0,0
T112453,2023-07-27,P1046,ST022,1.0,123.3,,0,0.0,123.3,No,216.0,52,0,0
T112454,2023-07-27,P1030,ST020,1.0,334.95,334.95,30,100.48,234.47,Yes,351.0,84,0,0
T112455,2023-07-27,P1028,ST036,1.0,487.37,487.37,0,0.0,487.37,No,309.0,62,0,0
T112456,2023-07-27,P1170,ST042,1.0,46.49,46.49,0,0.0,46.49,No,220.0,50,0,0
T112457,2023-07-27,P1014,ST043,1.0,675.22,675.22,0,0.0,675.22,No,171.0,22,0,0
T112458,2023-07-27,P1036,ST013,8.0,1147.02,9176.16,0,0.0,9176.16,No,119.0,32,0,0
T112459,2023-07-27,P1178,ST010,1.0,52.31,52.31,0,0.0,52.31,No,478.0,80,0,0
T112460,2023-07-27,P1077,ST025,6.0,61.78,370.68,0,0.0,370.68,No,368.0,38,0,0
T112461,2023-07-27,P1053,ST031,2.0,28.05,56.1,0,0.0,56.1,No,159.0,26,0,0
T112462,2023-07-27,P1142,ST017,2.0,101.11,202.22,0,0.0,202.22,No,425.0,47,0,0
T112463,2023-07-27,P1120,ST032,19.0,11.99,227.81,0,0.0,227.81,No,400.0,53,0,0
T112464,2023-07-27,P1028,ST001,1.0,487.37,487.37,0,0.0,487.37,No,,97,0,0
T112465,2023-07-27,P1038,ST036,3.0,389.84,1169.52,0,0.0,1169.52,No,273.0,36,0,0
T112466,2023-07-27,P1149,ST047,8.0,239.79,1918.32,25,479.58,1438.74,Yes,64.0,20,0,0
T112467,2023-07-27,P1074,ST028,5.0,135.2,676.0,0,0.0,676.0,No,323.0,38,0,0
T112468,2023-07-27,P1109,ST032,16.0,29.05,464.8,0,0.0,464.8,No,499.0,40,0,0
T112469,2023-07-27,P1182,ST025,6.0,63.39,380.34,0,0.0,380.34,No,59.0,49,12,0
T112470,2023-07-27,P1063,ST040,4.0,139.94,559.76,0,0.0,559.76,No,69.0,45,0,0
T112471,2023-07-27,P1090,ST045,16.0,20.09,321.44,0,0.0,321.44,No,283.0,31,0,0
T112472,2023-07-27,P1108,st020,13.0,11.38,147.94,0,0.0,147.94,No,15.0,46,46,0
T112473,2023-07-27,P1133,ST018,6.0,82.53,495.18,0,0.0,495.18,No,80.0,43,0,0
T112474,2023-07-27,P1139,ST004,4.0,127.91,511.64,0,0.0,511.64,No,292.0,50,0,0
T112475,2023-07-27,P1090,ST034,4.0,20.09,80.36,0,0.0,80.36,No,305.0,37,0,0
T112476,2023-07-27,P1008,ST001,2.0,1161.41,2322.82,0,0.0,2322.82,No,201.0,67,0,0
T112477,2023-07-28,P1028,ST036,2.0,487.37,974.74,0,0.0,974.74,No,368.0,70,0,0
T112478,2023-07-28,P1152,ST019,5.0,72.57,362.85,0,0.0,,No,284.0,65,0,0
T112479,2023-07-28,P1200,ST045,2.0,81.18,162.36,0,0.0,162.36,No,479.0,37,0,0
T112480,2023-07-28,P1162,ST027,5.0,42.32,211.6,0,0.0,211.6,No,389.0,65,0,0
T112481,2023-07-28,P1066,ST003,1.0,144.66,144.66,0,0.0,144.66,No,83.0,24,0,0
T112482,2023-07-28,P1091,ST013,9.0,9.38,84.42,30,25.33,59.09,Yes,165.0,31,0,0
T112483,2023-07-28,P1065,ST028,5.0,77.7,388.5,25,97.12,291.38,Yes,144.0,48,0,0
T112484,2023-07-28,P1077,ST035,6.0,61.78,370.68,0,0.0,370.68,No,113.0,88,0,0
T112485,2023-07-28,P1187,ST038,3.0,,90.21,0,0.0,90.21,No,231.0,100,0,0
T112486,2023-07-28,P1098,ST027,3.0,24.75,74.25,0,0.0,74.25,No,455.0,99,0,0
T112487,2023-07-28,P1196,ST008,7.0,42.79,299.53,0,0.0,299.53,No,345.0,61,0,0
T112488,2023-07-28,P1165,ST035,2.0,56.59,113.18,0,0.0,113.18,No,47.0,42,27,0
T112489,2023-07-28,P1142,ST015,6.0,101.11,606.66,15,91.0,515.66,Yes,138.0,34,0,0
T112490,2023-07-28,P1165,ST047,1.0,56.59,56.59,25,14.15,42.44,Yes,441.0,79,0,0
T112491,2023-07-28,P1129,ST020,2.0,196.34,392.68,0,0.0,392.68,No,106.0,53,0,0
T112492,2023-07-28,P1127,ST039,7.0,245.81,1720.67,0,0.0,1720.67,No,163.0,89,0,0
T112493,2023-07-28,P1027,ST012,3.0,252.69,758.07,15,113.71,644.36,Yes,156.0,45,0,0
T112494,2023-07-28,P1072,ST003,4.0,128.59,514.36,20,102.87,411.49,Yes,322.0,53,0,0
T112495,2023-07-28,P1097,ST004,16.0,25.87,413.92,10,41.39,372.53,Yes,392.0,83,0,0
T112496,2023-07-28,P1161,ST020,1.0,40.26,40.26,0,0.0,40.26,No,36.0,22,5,0
T112497,2023-07-28,P1172,ST030,8.0,54.45,435.6,0,0.0,435.6,No,435.0,67,0,0
T112498,2023-07-28,P1037,ST012,2.0,595.85,1191.7,0,0.0,1191.7,No,430.0,55,0,0
T112499,2023-07-28,P1159,ST027,7.0,177.12,1239.84,0,0.0,1239.84,No,194.0,56,0,0
T112500,2023-07-28,P1156,ST023,5.0,73.63,368.15,0,0.0,368.15,No,235.0,95,0,0
T112501,07/28/2023,P1136,ST013,4.0,203.39,813.56,0,0.0,813.56,No,393.0,41,0,0
T112502,2023-07-28,P1175,ST045,8.0,73.21,585.68,0,0.0,585.68,No,455.0,80,0,0
T112503,2023-07-28,P1046,ST017,6.0,123.3,739.8,0,0.0,739.8,No,407.0,21,0,0
T112504,2023-07-28,P1023,ST027,1.0,692.87,692.87,0,0.0,692.87,No,271.0,28,0,0
T112505,2023-07-28,P1035,ST018,3.0,1414.7,4244.1,0,0.0,4244.1,No,66.0,70,16,0
T112506,2023-07-28,P1127,ST018,8.0,245.81,1966.48,0,0.0,1966.48,No,35.0,63,47,0
T112507,2023-07-28,P1070,ST017,1.0,131.29,131.29,0,0.0,131.29,No,410.0,24,0,0
T112508,2023-07-28,P1190,ST016,7.0,52.71,368.97,0,0.0,368.97,No,102.0,48,0,0
T112509,2023-07-28,P1180,ST035,1.0,48.53,48.53,0,0.0,48.53,No,172.0,57,0,0
T112510,2023-07-28,P1153,ST023,3.0,212.96,638.88,0,0.0,638.88,No,329.0,38,0,0
T112511,2023-07-28,P1028,ST001,2.0,487.37,974.74,0,0.0,974.74,No,382.0,91,0,0
T112512,2023-07-28,P1113,ST027,16.0,19.49,311.84,0,0.0,311.84,No,243.0,73,0,0
T112513,2023-07-28,P1120,ST040,12.0,11.99,143.88,0,0.0,143.88,No,333.0,84,0,0
T112514,2023-07-28,P1071,ST022,4.0,33.62,134.48,0,0.0,134.48,No,409.0,26,0,0
T112515,2023-07-28,P1144,ST038,4.0,265.44,1061.76,0,0.0,1061.76,No,229.0,78,0,0
T112516,2023-07-28,P1137,ST025,4.0,118.32,473.28,0,0.0,473.28,No,127.0,88,0,0
T112517,2023-07-28,P1153,ST038,4.0,212.96,851.84,0,0.0,851.84,No,302.0,42,0,0
T112518,2023-07-28,P1130,ST031,7.0,225.44,1578.08,0,0.0,1578.08,No,199.0,20,0,0
T112519,2023-07-28,P1103,ST008,19.0,6.87,130.53,0,0.0,,No,426.0,75,0,0
T112520,2023-07-28,P1060,ST035,7.0,129.11,903.77,0,0.0,903.77,No,369.0,92,0,0
T112521,2023-07-28,P1130,ST039,8.0,225.44,1803.52,0,0.0,1803.52,No,494.0,20,0,0
T112522,2023-07-28,P1196,ST015,3.0,42.79,128.37,0,0.0,128.37,No,103.0,36,0,0
T112523,2023-07-28,P1190,ST043,5.0,52.71,263.55,0,0.0,263.55,No,,21,22,0
T112524,2023-07-28,P1182,ST034,6.0,63.39,380.34,10,38.03,342.31,Yes,486.0,58,0,0
T112525,2023-07-28,P1020,ST037,6.0,401.26,2407.56,0,0.0,2407.56,No,390.0,43,0,0
T112526,2023-07-28,P1105,ST031,12.0,12.18,146.16,0,0.0,146.16,No,304.0,22,0,0
T112527,2023-07-28,P1068,ST034,6.0,39.32,235.92,20,47.18,188.74,Yes,418.0,95,0,0
T112528,2023-07-28,P1053,ST004,4.0,28.05,112.2,0,0.0,112.2,No,334.0,84,0,0
T112529,2023-07-28,P1044,ST032,4.0,74.81,299.24,0,0.0,299.24,No,499.0,91,0,0
T112530,2023-07-28,P1038,ST042,2.0,389.84,779.68,0,0.0,779.68,No,419.0,29,0,0
T112531,2023-07-28,P1040,ST035,1.0,378.49,378.49,0,0.0,378.49,No,262.0,53,0,0
T112532,2023-07-28,P1058,ST011,8.0,103.34,826.72,0,0.0,826.72,No,266.0,52,0,0
T112533,2023-07-28,P1066,ST003,6.0,144.66,867.96,0,0.0,867.96,No,391.0,81,0,0
T112534,2023-07-28,P1086,st019,20.0,11.0,220.0,0,0.0,220.0,No,198.0,74,0,0
T112535,2023-07-28,P1151,ST021,1.0,137.99,137.99,0,0.0,137.99,No,73.0,71,6,0
T112536,2023-07-28,P1016,ST004,3.0,1223.28,3669.84,0,0.0,3669.84,No,237.0,25,0,0
T112537,2023-07-28,P1020,ST037,4.0,401.26,1605.04,0,0.0,1605.04,No,310.0,27,0,0
T112538,2023-07-28,P1117,ST042,,20.49,122.94,0,0.0,122.94,No,209.0,32,0,0
T112539,2023-07-28,P1038,ST038,2.0,389.84,779.68,0,0.0,779.68,No,171.0,94,0,0
T112540,2023-07-28,P1161,ST037,2.0,40.26,80.52,0,0.0,80.52,No,424.0,50,0,0
T112541,2023-07-28,P1041,ST035,1.0,45.31,45.31,0,0.0,45.31,No,232.0,68,0,0
T112542,2023-07-28,P1080,ST015,3.0,90.58,271.74,20,54.35,217.39,Yes,319.0,25,0,0
T112543,2023-07-28,P1198,ST025,7.0,89.7,627.9,0,0.0,627.9,No,410.0,60,0,0
T112544,2023-07-28,P1107,ST037,3.0,9.25,27.75,0,0.0,27.75,No,363.0,82,0,0
T112545,2023-07-28,P1038,ST009,3.0,389.84,1169.52,0,0.0,1169.52,No,375.0,40,0,0
T112546,2023-07-28,P1123,ST024,5.0,188.55,942.75,0,0.0,942.75,No,407.0,79,0,0
T112547,2023-07-28,P1176,ST009,7.0,89.18,624.26,0,0.0,624.26,No,297.0,60,0,0
T112548,2023-07-28,P1016,ST018,3.0,1223.28,3669.84,0,0.0,3669.84,No,47.0,26,8,0
T112549,2023-07-29,P1073,ST045,1.0,121.83,121.83,0,0.0,121.83,No,361.0,68,0,0
T112550,2023-07-29,P1024,ST044,3.0,1160.27,3480.81,0,0.0,3480.81,No,493.0,70,0,0
T112551,2023-07-29,P1127,ST008,4.0,245.81,983.24,0,0.0,983.24,No,138.0,25,0,0
T112552,2023-07-29,P1177,ST029,6.0,24.34,146.04,0,0.0,146.04,No,119.0,96,4,0
T112553,2023-07-29,P1042,ST025,2.0,108.74,217.48,0,0.0,217.48,No,341.0,91,0,0
T112554,2023-07-29,P1076,ST044,,48.88,97.76,0,0.0,97.76,No,208.0,48,0,0
T112555,2023-07-29,P1116,ST032,8.0,11.61,92.88,0,0.0,92.88,No,228.0,94,0,0
T112556,2023-07-29,P1117,ST036,13.0,20.49,266.37,0,0.0,266.37,No,455.0,67,0,0
T112557,2023-07-29,P1139,ST047,8.0,127.91,1023.28,0,0.0,1023.28,No,312.0,56,0,0
T112558,2023-07-29,P1119,ST038,20.0,22.41,448.2,0,0.0,448.2,No,87.0,58,0,0
T112559,2023-07-29,P1166,ST041,6.0,47.81,286.86,0,0.0,286.86,No,390.0,77,0,0
T112560,2023-07-29,P1079,ST007,7.0,117.86,825.02,0,0.0,825.02,No,282.0,53,0,0
T112561,2023-07-29,P1063,ST044,,139.94,419.82,0,0.0,419.82,No,,55,0,0
T112562,2023-07-29,p1150,ST028,5.0,130.8,654.0,15,98.1,555.9,Yes,335.0,87,0,0
T112563,2023-07-29,P1062,ST017,2.0,86.03,172.06,0,0.0,172.06,No,318.0,85,0,0
T112564,2023-07-29,P1038,ST041,1.0,389.84,389.84,0,0.0,389.84,No,51.0,71,28,0
T112565,2023-07-29,P1053,ST030,3.0,28.05,84.15,0,0.0,84.15,No,159.0,81,0,0
T112566,2023-07-29,P1053,ST009,5.0,28.05,140.25,30,42.08,98.17,Yes,48.0,57,44,0
T112567,2023-07-29,P1047,ST028,2.0,25.21,50.42,0,0.0,50.42,No,43.0,93,56,0
T112568,2023-07-29,P1191,st039,4.0,86.06,344.24,0,0.0,344.24,No,76.0,46,0,0
T112569,2023-07-29,P1079,ST021,6.0,117.86,707.16,0,0.0,707.16,No,483.0,77,0,0
T112570,2023-07-29,P1013,ST033,1.0,564.27,564.27,0,0.0,564.27,No,225.0,84,0,0
T112571,2023-07-29,P1115,ST048,14.0,7.88,110.32,0,0.0,110.32,No,270.0,60,0,0
T112572,2023-07-29,P1108,ST047,15.0,11.38,170.7,0,0.0,170.7,No,81.0,47,0,0
T112573,2023-07-29,P1036,ST038,8.0,1147.02,9176.16,0,0.0,9176.16,No,136.0,98,0,0
T112574,2023-07-29,P1169,ST030,6.0,31.17,187.02,0,0.0,187.02,No,322.0,41,0,0
T112575,2023-07-29,P1115,ST007,18.0,7.88,141.84,0,0.0,141.84,No,12.0,50,86,1
T112576,2023-07-29,P1075,ST024,3.0,51.51,154.53,0,0.0,154.53,No,453.0,93,0,0
T112577,2023-07-29,P1160,ST024,2.0,88.74,177.48,0,0.0,177.48,No,478.0,48,0,0
T112578,2023-07-29,P1171,ST009,5.0,68.89,344.45,0,0.0,344.45,No,265.0,22,0,0
T112579,2023-07-29,P1026,ST036,2.0,268.45,536.9,0,0.0,536.9,No,415.0,84,0,0
T112580,2023-07-29,P1147,ST037,6.0,105.39,632.34,0,0.0,632.34,No,,42,17,0
T112581,2023-07-29,P1065,ST040,4.0,77.7,310.8,0,0.0,310.8,No,74.0,41,0,0
T112582,2023-07-29,P1117,ST045,9.0,20.49,184.41,0,0.0,184.41,No,301.0,78,0,0
T112583,2023-07-29,P1053,ST007,3.0,28.05,84.15,0,0.0,84.15,No,485.0,43,0,0
T112584,2023-07-29,P1142,ST041,8.0,101.11,808.88,0,0.0,808.88,No,361.0,51,0,0
T112585,07/29/2023,P1176,ST047,2.0,89.18,178.36,0,0.0,178.36,No,291.0,41,0,0
T112586,2023-07-29,P1073,ST007,2.0,121.83,243.66,0,0.0,243.66,No,265.0,35,0,0
T112587,2023-07-29,p1123,ST005,3.0,188.55,565.65,0,0.0,,No,352.0,48,0,0
T112588,2023-07-29,P1157,ST001,5.0,195.68,978.4,0,0.0,978.4,No,399.0,32,0,0
T112589,2023-07-29,P1031,ST028,3.0,774.03,2322.09,0,0.0,2322.09,No,16.0,58,58,0
T112590,2023-07-29,P1101,ST042,14.0,25.29,354.06,0,0.0,354.06,No,415.0,81,0,0
T112591,2023-07-29,P1140,ST021,4.0,218.49,873.96,0,0.0,873.96,No,221.0,81,0,0
T112592,2023-07-29,P1051,ST006,2.0,65.28,130.56,0,0.0,130.56,No,331.0,22,0,0
T112593,2023-07-29,P1186,ST047,6.0,56.25,337.5,0,0.0,337.5,No,39.0,63,24,0
T112594,2023-07-29,P1075,ST007,2.0,51.51,103.02,0,0.0,103.02,No,318.0,24,0,0
T112595,2023-07-29,P1175,ST040,2.0,73.21,146.42,0,0.0,146.42,No,308.0,98,0,0
T112596,2023-07-29,P1055,ST044,8.0,111.99,895.92,0,0.0,895.92,No,228.0,74,0,0
T112597,2023-07-29,P1034,ST032,3.0,1292.18,3876.54,0,0.0,3876.54,No,419.0,80,0,0
T112598,2023-07-29,P1097,ST047,8.0,25.87,206.96,0,0.0,206.96,No,78.0,68,8,0
T112599,2023-07-29,P1140,ST042,6.0,218.49,1310.94,0,0.0,1310.94,No,254.0,37,0,0
T112600,2023-07-29,P1187,ST005,6.0,30.07,,25,45.1,135.32,Yes,383.0,66,0,0
T112601,2023-07-29,P1066,ST007,2.0,144.66,289.32,0,0.0,289.32,No,243.0,21,0,0
T112602,2023-07-29,P1048,ST029,7.0,108.03,756.21,0,0.0,756.21,No,241.0,95,0,0
T112603,2023-07-29,P1173,ST001,8.0,34.02,272.16,0,0.0,272.16,No,142.0,51,0,0
T112604,2023-07-29,P1064,ST015,2.0,133.36,266.72,0,0.0,266.72,No,442.0,73,0,0
T112605,2023-07-29,P1138,ST039,,85.47,598.29,0,0.0,598.29,No,333.0,78,0,0
T112606,2023-07-29,P1166,ST002,1.0,,47.81,0,0.0,47.81,No,485.0,58,0,0
T112607,2023-07-29,P1186,ST047,,56.25,337.5,0,0.0,337.5,No,,88,0,0
T112608,07/29/2023,P1074,ST028,1.0,135.2,135.2,0,0.0,135.2,No,500.0,98,0,0
T112609,2023-07-29,P1169,ST031,2.0,31.17,62.34,0,0.0,62.34,No,,66,0,0
T112610,2023-07-29,P1173,ST041,4.0,34.02,136.08,0,0.0,136.08,No,29.0,87,87,0
T112611,2023-07-29,P1015,ST042,5.0,884.6,4423.0,0,0.0,4423.0,No,317.0,84,0,0
T112612,2023-07-29,P1131,ST043,6.0,153.45,920.7,0,0.0,920.7,No,487.0,63,0,0
T112613,2023-07-29,P1040,ST001,2.0,378.49,756.98,0,0.0,756.98,No,344.0,40,0,0
T112614,2023-07-29,P1029,ST013,3.0,845.99,,0,0.0,2537.97,No,392.0,69,0,0
T112615,2023-07-29,P1112,ST036,7.0,11.27,78.89,0,0.0,78.89,No,213.0,27,0,0
T112616,2023-07-29,P1082,ST036,3.0,16.73,50.19,0,0.0,50.19,No,,69,0,0
T112617,2023-07-29,P1051,ST020,6.0,65.28,391.68,0,0.0,391.68,No,442.0,45,0,0
T112618,2023-07-29,p1189,ST020,3.0,20.56,61.68,0,0.0,61.68,No,137.0,84,0,0
T112619,2023-07-29,P1063,ST006,6.0,139.94,839.64,25,209.91,629.73,Yes,347.0,32,0,0
T112620,2023-07-29,P1045,ST032,627.0,66.39,132.78,0,0.0,132.78,No,153.0,90,0,0
T112621,2023-07-29,P1087,ST025,3.0,12.2,36.6,0,0.0,36.6,No,375.0,44,0,0
T112622,2023-07-29,P1152,ST046,2.0,72.57,145.14,0,0.0,145.14,No,15.0,57,51,0
T112623,2023-07-29,P1197,ST035,3.0,43.81,131.43,0,0.0,131.43,No,25.0,28,26,0
T112624,2023-07-29,P1098,ST038,6.0,24.75,148.5,0,0.0,148.5,No,12.0,83,93,0
T112625,2023-07-29,P1157,ST028,6.0,195.68,1174.08,0,0.0,1174.08,No,90.0,79,11,0
T112626,2023-07-29,P1110,ST008,14.0,19.37,271.18,0,0.0,271.18,No,461.0,82,0,0
T112627,2023-07-29,P1179,ST011,3.0,55.91,167.73,0,0.0,167.73,No,412.0,28,0,0
T112628,2023-07-29,P1116,ST041,2.0,,23.22,0,0.0,23.22,No,471.0,99,0,0
T112629,2023-07-29,P1027,ST032,2.0,252.69,505.38,0,0.0,505.38,No,109.0,50,0,0
T112630,07/29/2023,P1105,ST025,17.0,12.18,207.06,0,0.0,207.06,No,,97,88,0
T112631,2023-07-29,P1164,ST049,4.0,52.72,210.88,20,42.18,168.7,Yes,346.0,29,0,0
T112632,2023-07-30,P1126,ST036,5.0,169.06,845.3,25,211.32,633.98,Yes,500.0,40,0,0
T112633,2023-07-30,P1158,ST042,8.0,127.4,1019.2,0,0.0,1019.2,No,495.0,96,0,0
T112634,2023-07-30,P1064,ST011,8.0,133.36,1066.88,0,0.0,1066.88,No,467.0,63,0,0
T112635,2023-07-30,P1128,ST044,2.0,156.57,313.14,0,0.0,313.14,No,215.0,35,0,0
T112636,2023-07-30,P1072,ST010,8.0,128.59,1028.72,0,0.0,1028.72,No,47.0,93,81,0
T112637,2023-07-30,P1161,ST029,6.0,40.26,241.56,0,0.0,241.56,No,484.0,54,0,0
T112638,2023-07-30,P1178,ST024,1.0,52.31,52.31,0,0.0,52.31,No,299.0,66,0,0
T112639,2023-07-30,P1130,ST039,6.0,225.44,1352.64,25,338.16,1014.48,Yes,498.0,28,0,0
T112640,2023-07-30,P1104,ST024,3.0,14.5,43.5,20,8.7,34.8,Yes,466.0,46,0,0
T112641,2023-07-30,P1021,ST035,2.0,1038.88,2077.76,20,415.55,1662.21,Yes,339.0,29,0,0
T112642,2023-07-30,P1155,ST007,3.0,143.21,429.63,0,0.0,429.63,No,,24,12,0
T112643,2023-07-30,p1080,ST042,7.0,90.58,634.06,0,0.0,634.06,No,344.0,64,0,0
T112644,2023-07-30,P1194,ST025,4.0,81.67,326.68,0,0.0,326.68,No,10.0,54,72,0
T112645,2023-07-30,P1141,ST007,2.0,120.81,241.62,0,0.0,241.62,No,339.0,77,0,0
T112646,2023-07-30,P1008,ST029,965.0,1161.41,2322.82,0,0.0,2322.82,No,284.0,80,0,0
T112647,2023-07-30,P1027,ST034,3.0,252.69,758.07,0,0.0,758.07,No,,94,0,0
T112648,2023-07-30,P1016,ST038,1.0,1223.28,1223.28,0,0.0,1223.28,No,201.0,20,0,0
T112649,2023-07-30,P1027,ST043,3.0,252.69,758.07,0,0.0,758.07,No,366.0,79,0,0
T112650,2023-07-30,P1076,ST014,6.0,48.88,293.28,0,0.0,293.28,No,231.0,37,0,0
T112651,2023-07-30,P1073,ST005,3.0,121.83,365.49,0,0.0,365.49,No,18.0,98,88,0
T112652,2023-07-30,P1115,ST005,15.0,7.88,118.2,0,0.0,118.2,No,303.0,32,0,0
