date_id,date_display,year,month,month_name,day,day_of_week,day_name,week_of_year,quarter,season,is_weekend,is_holiday,is_month_end
2023-10-30,2023-10-30,2023,10,October,30,0,Monday,44,Q4,Fall,0,0,0
2023-10-31,2023-10-31,2023,10,October,31,1,Tuesday,44,4,Fall,0,0,1
2023-11-01,2023/11/01,2023,11,November,1,2,Wednesday,44,Q4,Fall,0,0,0
2023-11-02,2023-11-02,2023,11,November,2,3,Thursday,44,Q4,Fall,0,0,0
2023-11-03,2023-11-03,2023,11,Nov,3,4,Friday,44,Q4,Fall,0,0,0
2023-11-04,2023-11-04,2023,11,November,4,5,Saturday,44,Q4,Fall,1,0,0
2023-11-05,2023-11-05,2023,11,November,5,6,Sunday,44,Q4,Fall,1,0,0
2023-11-06,2023-11-06,2023,11,November,6,0,Monday,45,Q4,Fall,0,0,0
2023-11-07,2023-11-07,2023,11,November,7,1,Tuesday,45,Q4,Fall,0,0,0
2023-11-08,2023-11-08,2023,11,November,8,2,Wednesday,45,Q4,Fall,0,0,0
2023-11-09,2023-11-09,2023,11,November,9,3,Thursday,45,Q4,Fall,0,0,0
2023-11-10,2023-11-10,2023,11,Nov,10,4,Friday,45,Q4,Fall,0,0,0
2023-11-11,2023-11-11,2023,11,Nov,11,5,Saturday,45,Q4,Fall,1,1,0
2023-11-12,2023-11-12,2023,11,November,12,6,Sunday,45,4,Fall,1,0,0
2023-11-13,2023-11-13,2023,11,November,13,0,Monday,46,Q4,Fall,0,0,0
2023-11-14,2023-11-14,2023,11,November,14,1,Tuesday,46,Q4,Fall,0,0,0
2023-11-15,2023-11-15,2023,11,November,15,2,Wednesday,46,Q4,Fall,0,0,0
2023-11-16,2023-11-16,2023,11,November,16,3,Thursday,46,Q4,Fall,0,0,0
2023-11-17,2023-11-17,2023,11,November,17,4,Friday,46,Q4,Fall,0,0,0
2023-11-18,2023-11-18,2023,11,November,18,5,Saturday,46,Q4,Fall,1,0,0
2023-11-19,2023-11-19,2023,11,November,19,6,Sunday,46,Q4,Fall,1,0,0
2023-11-20,2023-11-20,2023,11,November,20,0,Monday,47,Q4,Fall,0,0,0
2023-11-21,2023-11-21,2023,11,November,21,1,Tuesday,47,Q4,Fall,0,0,0
2023-11-22,2023-11-22,2023,11,November,22,2,Wednesday,47,Q4,Fall,0,0,0
2023-11-23,2023-11-23,2023,11,November,23,3,Thursday,47,Q4,Fall,0,1,0
2023-11-24,2023-11-24,2023,11,November,24,4,Friday,47,Q4,Fall,0,0,0
2023-11-25,2023-11-25,2023,11,November,25,5,Saturday,47,Q4,Fall,1,0,0
2023-11-26,2023-11-26,2023,11,November,26,6,Sunday,47,Q4,Fall,1,0,0
2023-11-27,2023-11-27,2023,11,November,27,0,Monday,48,4,Fall,0,0,0
2023-11-28,2023-11-28,2023,11,November,28,1,Tuesday,48,Q4,Fall,0,0,0
2023-11-29,2023-11-29,2023,11,November,29,2,Wednesday,48,Q4,Fall,0,0,0
2023-11-30,2023-11-30,2023,11,November,30,3,Thursday,48,Q4,Fall,0,0,1
2023-12-01,2023-12-01,2023,12,December,1,4,Friday,48,Q4,Winter,0,0,0
2023-12-02,2023-12-02,2023,12,December,2,5,Saturday,48,4,Winter,1,0,0
2023-12-03,2023-12-03,2023,12,December,3,6,Sunday,48,Q4,Winter,1,0,0
2023-12-04,2023-12-04,2023,12,December,4,0,Monday,49,Q4,Winter,0,0,0
2023-12-05,2023-12-05,2023,12,December,5,1,Tuesday,49,Q4,Winter,0,0,0
2023-12-06,2023-12-06,2023,12,December,6,2,Wednesday,49,Q4,Winter,0,0,0
2023-12-07,2023-12-07,2023,12,December,7,3,Thursday,49,Q4,Winter,0,0,0
2023-12-08,2023-12-08,2023,12,December,8,4,Friday,49,Q4,Winter,0,0,0
2023-12-09,2023-12-09,2023,12,December,9,5,Saturday,49,4,Winter,1,0,0
2023-12-10,2023-12-10,2023,12,December,10,6,Sunday,49,Q4,Winter,1,0,0
2023-12-11,2023-12-11,2023,12,December,11,0,Monday,50,4,Winter,0,0,0
2023-12-12,2023-12-12,2023,12,December,12,1,Tuesday,50,Q4,Winter,0,0,0
2023-12-13,2023-12-13,2023,12,December,13,2,Wednesday,50,Q4,Winter,0,0,0
2023-12-14,2023-12-14,2023,12,December,14,3,Thursday,50,Q4,Winter,0,0,0
2023-12-15,2023-12-15,2023,12,December,15,4,Friday,50,Q4,Winter,0,0,0
2023-12-16,2023-12-16,2023,12,December,16,5,Saturday,50,4,Winter,1,0,0
2023-12-17,2023-12-17,2023,12,December,17,6,Sunday,50,Q4,Winter,1,0,0
2023-12-18,2023-12-18,2023,12,December,18,0,Monday,51,Q4,Winter,0,0,0
2023-12-19,2023-12-19,2023,12,December,19,1,Tuesday,51,Q4,Winter,0,0,0
2023-12-20,2023-12-20,2023,12,December,20,2,Wednesday,51,4,Winter,0,0,0
2023-12-21,2023-12-21,2023,12,December,21,3,Thursday,51,4,Winter,0,0,0
2023-12-22,2023-12-22,2023,12,December,22,4,Friday,51,Q4,Winter,0,0,0
2023-12-23,2023-12-23,2023,12,December,23,5,Saturday,51,Q4,Winter,1,0,0
2023-12-24,2023-12-24,2023,12,December,24,6,Sunday,51,Q4,Winter,1,0,0
2023-12-25,2023-12-25,2023,12,December,25,0,Monday,52,Q4,Winter,0,1,0
2023-12-26,2023-12-26,2023,12,December,26,1,Tuesday,52,Q4,Winter,0,0,0
2023-12-27,2023-12-27,2023,12,December,27,2,Wednesday,52,Q4,Winter,0,0,0
2023-12-28,2023-12-28,2023,12,December,28,3,Thursday,52,Q4,Winter,0,0,0
2023-12-29,2023-12-29,2023,12,December,29,4,Friday,52,Q4,Winter,0,0,0
2023-12-30,2023-12-30,2023,12,December,30,5,Saturday,52,Q4,Winter,1,0,0
2023-12-31,2023-12-31,2023,12,December,31,6,Sunday,52,Q4,Winter,1,0,1
2024-01-01,2024-01-01,2024,1,January,1,0,Monday,1,Q1,Winter,0,1,0
2024-01-02,2024-01-02,2024,1,January,2,1,Tuesday,1,1,Winter,0,0,0
2024-01-03,2024-01-03,2024,1,January,3,2,Wednesday,1,Q1,Winter,0,0,0
2024-01-04,01/04/2024,2024,1,January,4,3,Thursday,1,Q1,Winter,0,0,0
2024-01-05,01/05/2024,2024,1,January,5,4,Friday,1,Q1,Winter,0,0,0
2024-01-06,2024-01-06,2024,1,January,6,5,Saturday,1,Q1,Winter,1,0,0
2024-01-07,2024-01-07,2024,1,January,7,6,Sunday,1,Q1,Winter,1,0,0
2024-01-08,2024-01-08,2024,1,January,8,0,Monday,2,Q1,Winter,0,0,0
2024-01-09,2024-01-09,2024,1,January,9,1,Tuesday,2,Q1,Winter,0,0,0
2024-01-10,2024-01-10,2024,1,January,10,2,Wednesday,2,Q1,Winter,0,0,0
2024-01-11,2024-01-11,2024,1,January,11,3,Thursday,2,Q1,Winter,0,0,0
2024-01-12,2024-01-12,2024,1,January,12,4,Friday,2,Q1,Winter,0,0,0
2024-01-13,2024-01-13,2024,1,January,13,5,Saturday,2,Q1,Winter,1,0,0
2024-01-14,2024-01-14,2024,1,January,14,6,Sunday,2,Q1,Winter,1,0,0
2024-01-15,2024-01-15,2024,1,January,15,0,Monday,3,1,Winter,0,1,0
2024-01-16,01/16/2024,2024,1,January,16,1,Tuesday,3,Q1,Winter,0,0,0
2024-01-17,2024-01-17,2024,1,January,17,2,Wednesday,3,Q1,Winter,0,0,0
2024-01-18,2024-01-18,2024,1,January,18,3,Thursday,3,Q1,Winter,0,0,0
2024-01-19,2024-01-19,2024,1,January,19,4,Friday,3,Q1,Winter,0,0,0
2024-01-20,2024-01-20,2024,1,January,20,5,Saturday,3,Q1,Winter,1,0,0
2024-01-21,2024/01/21,2024,1,January,21,6,Sunday,3,Q1,Winter,1,0,0
2024-01-22,2024-01-22,2024,1,January,22,0,Monday,4,Q1,Winter,0,0,0
2024-01-23,2024-01-23,2024,1,Jan,23,1,Tuesday,4,Q1,Winter,0,0,0
2024-01-24,2024-01-24,2024,1,January,24,2,Wednesday,4,Q1,Winter,0,0,0
2024-01-25,2024-01-25,2024,1,January,25,3,Thursday,4,Q1,Winter,0,0,0
2024-01-26,2024-01-26,2024,1,January,26,4,Friday,4,Q1,Winter,0,0,0
2024-01-27,2024-01-27,2024,1,January,27,5,Saturday,4,Q1,Winter,1,0,0
2024-01-28,2024-01-28,2024,1,January,28,6,Sunday,4,Q1,Winter,1,0,0
2024-01-29,2024-01-29,2024,1,January,29,0,Monday,5,Q1,Winter,0,0,0
2024-01-30,2024-01-30,2024,1,January,30,1,Tuesday,5,Q1,Winter,0,0,0
2024-01-31,2024-01-31,2024,1,January,31,2,Wednesday,5,Q1,Winter,0,0,1
2024-02-01,2024-02-01,2024,2,February,1,3,Thursday,5,Q1,Winter,0,0,0
2024-02-02,2024-02-02,2024,2,February,2,4,Friday,5,Q1,Winter,0,0,0
2024-02-03,2024-02-03,2024,2,February,3,5,Saturday,5,Q1,Winter,1,0,0
2024-02-04,2024-02-04,2024,2,February,4,6,Sunday,5,Q1,Winter,1,0,0
2024-02-05,2024-02-05,2024,2,February,5,0,Monday,6,Q1,Winter,0,0,0
2024-02-06,06-02-2024,2024,2,February,6,1,Tuesday,6,Q1,Winter,0,0,0
2024-02-07,2024-02-07,2024,2,February,7,2,Wednesday,6,Q1,Winter,0,0,0
2024-02-08,08-02-2024,2024,2,February,8,3,Thursday,6,Q1,Winter,0,0,0
2024-02-09,2024-02-09,2024,2,February,9,4,Friday,6,Q1,Winter,0,0,0
2024-02-10,2024-02-10,2024,2,February,10,5,Saturday,6,1,Winter,1,0,0
2024-02-11,2024-02-11,2024,2,February,11,6,Sunday,6,Q1,Winter,1,0,0
2024-02-12,2024-02-12,2024,2,February,12,0,Monday,7,Q1,Winter,0,0,0
2024-02-13,2024-02-13,2024,2,February,13,1,Tuesday,7,Q1,Winter,0,0,0
2024-02-14,2024-02-14,2024,2,February,14,2,Wednesday,7,Q1,Winter,0,0,0
2024-02-15,2024-02-15,2024,2,February,15,3,Thursday,7,Q1,Winter,0,0,0
2024-02-16,2024-02-16,2024,2,February,16,4,Friday,7,Q1,Winter,0,0,0
2024-02-17,2024-02-17,2024,2,February,17,5,Saturday,7,Q1,Winter,1,0,0
2024-02-18,2024-02-18,2024,2,February,18,6,Sunday,7,Q1,Winter,1,0,0
2024-02-19,02/19/2024,2024,2,February,19,0,Monday,8,Q1,Winter,0,1,0
2024-02-20,2024-02-20,2024,2,February,20,1,Tuesday,8,Q1,Winter,0,0,0
2024-02-21,2024-02-21,2024,2,February,21,2,Wednesday,8,Q1,Winter,0,0,0
2024-02-22,2024-02-22,2024,2,February,22,3,Thursday,8,Q1,Winter,0,0,0
2024-02-23,2024-02-23,2024,2,February,23,4,Friday,8,Q1,Winter,0,0,0
2024-02-24,2024-02-24,2024,2,February,24,5,Saturday,8,Q1,Winter,1,0,0
2024-02-25,25-02-2024,2024,2,Feb,25,6,Sunday,8,Q1,Winter,1,0,0
2024-02-26,2024-02-26,2024,2,February,26,0,Monday,9,Q1,Winter,0,0,0
2024-02-27,2024-02-27,2024,2,February,27,1,Tuesday,9,Q1,Winter,0,0,0
2024-02-28,2024-02-28,2024,2,February,28,2,Wednesday,9,Q1,Winter,0,0,0
2024-02-29,2024-02-29,2024,2,February,29,3,Thursday,9,Q1,Winter,0,0,1
2024-03-01,2024-03-01,2024,3,March,1,4,Friday,9,Q1,Spring,0,0,0
2024-03-02,2024-03-02,2024,3,March,2,5,Saturday,9,Q1,Spring,1,0,0
2024-03-03,2024-03-03,2024,3,Mar,3,6,Sunday,9,Q1,Spring,1,0,0
2024-03-04,2024-03-04,2024,3,March,4,0,Monday,10,Q1,Spring,0,0,0
2024-03-05,2024-03-05,2024,3,March,5,1,Tuesday,10,Q1,Spring,0,0,0
2024-03-06,2024-03-06,2024,3,Mar,6,2,Wednesday,10,Q1,Spring,0,0,0
2024-03-07,2024-03-07,2024,3,March,7,3,Thursday,10,Q1,Spring,0,0,0
2024-03-08,2024-03-08,2024,3,March,8,4,Friday,10,Q1,Spring,0,0,0
2024-03-09,2024-03-09,2024,3,March,9,5,Saturday,10,Q1,Spring,1,0,0
2024-03-10,2024-03-10,2024,3,March,10,6,Sunday,10,Q1,Spring,1,0,0
2024-03-11,2024-03-11,2024,3,March,11,0,Monday,11,Q1,Spring,0,0,0
2024-03-12,2024-03-12,2024,3,March,12,1,Tuesday,11,Q1,Spring,0,0,0
2024-03-13,2024-03-13,2024,3,March,13,2,Wednesday,11,Q1,Spring,0,0,0
2024-03-14,2024-03-14,2024,3,March,14,3,Thursday,11,Q1,Spring,0,0,0
2024-03-15,2024-03-15,2024,3,March,15,4,Friday,11,Q1,Spring,0,0,0
2024-03-16,2024-03-16,2024,3,March,16,5,Saturday,11,Q1,Spring,1,0,0
2024-03-17,2024-03-17,2024,3,March,17,6,Sunday,11,Q1,Spring,1,0,0
2024-03-18,2024-03-18,2024,3,March,18,0,Monday,12,Q1,Spring,0,0,0
2024-03-19,2024-03-19,2024,3,March,19,1,Tuesday,12,Q1,Spring,0,0,0
2024-03-20,2024-03-20,2024,3,March,20,2,Wednesday,12,Q1,Spring,0,0,0
2024-03-21,2024-03-21,2024,3,March,21,3,Thursday,12,Q1,Spring,0,0,0
2024-03-22,2024-03-22,2024,3,March,22,4,Friday,12,Q1,Spring,0,0,0
2024-03-23,2024-03-23,2024,3,March,23,5,Saturday,12,Q1,Spring,1,0,0
2024-03-24,2024-03-24,2024,3,March,24,6,Sunday,12,1,Spring,1,0,0
2024-03-25,2024-03-25,2024,3,March,25,0,Monday,13,1,Spring,0,0,0
2024-03-26,2024/03/26,2024,3,March,26,1,Tuesday,13,Q1,Spring,0,0,0
2024-03-27,2024-03-27,2024,3,March,27,2,Wednesday,13,Q1,Spring,0,0,0
2024-03-28,2024-03-28,2024,3,March,28,3,Thursday,13,Q1,Spring,0,0,0
2024-03-29,2024-03-29,2024,3,March,29,4,Friday,13,Q1,Spring,0,0,0
2024-03-30,2024-03-30,2024,3,March,30,5,Saturday,13,Q1,Spring,1,0,0
2024-03-31,2024-03-31,2024,3,March,31,6,Sunday,13,Q1,Spring,1,0,1
2024-04-01,2024-04-01,2024,4,April,1,0,Monday,14,Q2,Spring,0,0,0
2024-04-02,2024-04-02,2024,4,April,2,1,Tuesday,14,Q2,Spring,0,0,0
2024-04-03,2024-04-03,2024,4,April,3,2,Wednesday,14,Q2,Spring,0,0,0
2024-04-04,2024/04/04,2024,4,April,4,3,Thursday,14,Q2,Spring,0,0,0
2024-04-05,2024-04-05,2024,4,April,5,4,Friday,14,Q2,Spring,0,0,0
2024-04-06,2024-04-06,2024,4,April,6,5,Saturday,14,Q2,Spring,1,0,0
2024-04-07,2024-04-07,2024,4,April,7,6,Sunday,14,Q2,Spring,1,0,0
2024-04-08,2024-04-08,2024,4,April,8,0,Monday,15,Q2,Spring,0,0,0
2024-04-09,2024-04-09,2024,4,April,9,1,Tuesday,15,Q2,Spring,0,0,0
2024-04-10,2024-04-10,2024,4,April,10,2,Wednesday,15,2,Spring,0,0,0
2024-04-11,2024-04-11,2024,4,April,11,3,Thursday,15,Q2,Spring,0,0,0
2024-04-12,2024-04-12,2024,4,Apr,12,4,Friday,15,Q2,Spring,0,0,0
2024-04-13,2024-04-13,2024,4,Apr,13,5,Saturday,15,Q2,Spring,1,0,0
2024-04-14,2024-04-14,2024,4,April,14,6,Sunday,15,Q2,Spring,1,0,0
2024-04-15,2024-04-15,2024,4,April,15,0,Monday,16,Q2,Spring,0,0,0
2024-04-16,2024-04-16,2024,4,April,16,1,Tuesday,16,Q2,Spring,0,0,0
2024-04-17,2024-04-17,2024,4,April,17,2,Wednesday,16,Q2,Spring,0,0,0
2024-04-18,2024-04-18,2024,4,April,18,3,Thursday,16,Q2,Spring,0,0,0
2024-04-19,2024-04-19,2024,4,April,19,4,Friday,16,Q2,Spring,0,0,0
2024-04-20,2024-04-20,2024,4,April,20,5,Saturday,16,Q2,Spring,1,0,0
2024-04-21,2024-04-21,2024,4,April,21,6,Sunday,16,Q2,Spring,1,0,0
2024-04-22,2024-04-22,2024,4,April,22,0,Monday,17,Q2,Spring,0,0,0
2024-04-23,2024-04-23,2024,4,April,23,1,Tuesday,17,Q2,Spring,0,0,0
2024-04-24,2024-04-24,2024,4,April,24,2,Wednesday,17,Q2,Spring,0,0,0
2024-04-25,2024/04/25,2024,4,April,25,3,Thursday,17,Q2,Spring,0,0,0
2024-04-26,2024-04-26,2024,4,April,26,4,Friday,17,Q2,Spring,0,0,0
2024-04-27,2024/04/27,2024,4,April,27,5,Saturday,17,Q2,Spring,1,0,0
2024-04-28,2024-04-28,2024,4,April,28,6,Sunday,17,Q2,Spring,1,0,0
2024-04-29,2024-04-29,2024,4,April,29,0,Monday,18,2,Spring,0,0,0
2024-04-30,2024-04-30,2024,4,April,30,1,Tuesday,18,Q2,Spring,0,0,1
2024-05-01,2024-05-01,2024,5,May,1,2,Wednesday,18,Q2,Spring,0,0,0
2024-05-02,2024-05-02,2024,5,May,2,3,Thursday,18,Q2,Spring,0,0,0
2024-05-03,2024-05-03,2024,5,May,3,4,Friday,18,Q2,Spring,0,0,0
2024-05-04,2024-05-04,2024,5,May,4,5,Saturday,18,Q2,Spring,1,0,0
2024-05-05,05-05-2024,2024,5,May,5,6,Sunday,18,Q2,Spring,1,0,0
2024-05-06,05/06/2024,2024,5,May,6,0,Monday,19,Q2,Spring,0,0,0
2024-05-07,2024-05-07,2024,5,May,7,1,Tuesday,19,Q2,Spring,0,0,0
2024-05-08,2024-05-08,2024,5,May,8,2,Wednesday,19,Q2,Spring,0,0,0
2024-05-09,2024-05-09,2024,5,May,9,3,Thursday,19,Q2,Spring,0,0,0
2024-05-10,2024-05-10,2024,5,May,10,4,Friday,19,Q2,Spring,0,0,0
2024-05-11,2024-05-11,2024,5,May,11,5,Saturday,19,Q2,Spring,1,0,0
2024-05-12,05/12/2024,2024,5,May,12,6,Sunday,19,Q2,Spring,1,0,0
2024-05-13,2024-05-13,2024,5,May,13,0,Monday,20,Q2,Spring,0,0,0
2024-05-14,2024-05-14,2024,5,May,14,1,Tuesday,20,2,Spring,0,0,0
2024-05-15,2024-05-15,2024,5,May,15,2,Wednesday,20,Q2,Spring,0,0,0
2024-05-16,2024-05-16,2024,5,May,16,3,Thursday,20,Q2,Spring,0,0,0
2024-05-17,2024-05-17,2024,5,May,17,4,Friday,20,Q2,Spring,0,0,0
2024-05-18,2024-05-18,2024,5,May,18,5,Saturday,20,Q2,Spring,1,0,0
2024-05-19,2024-05-19,2024,5,May,19,6,Sunday,20,Q2,Spring,1,0,0
2024-05-20,2024-05-20,2024,5,May,20,0,Monday,21,Q2,Spring,0,0,0
2024-05-21,2024-05-21,2024,5,May,21,1,Tuesday,21,2,Spring,0,0,0
2024-05-22,2024-05-22,2024,5,May,22,2,Wednesday,21,Q2,Spring,0,0,0
2024-05-23,2024-05-23,2024,5,May,23,3,Thursday,21,Q2,Spring,0,0,0
2024-05-24,2024-05-24,2024,5,May,24,4,Friday,21,Q2,Spring,0,0,0
2024-05-25,2024-05-25,2024,5,May,25,5,Saturday,21,Q2,Spring,1,0,0
2024-05-26,2024-05-26,2024,5,May,26,6,Sunday,21,Q2,Spring,1,0,0
2024-05-27,2024-05-27,2024,5,May,27,0,Monday,22,Q2,Spring,0,1,0
2024-05-28,05/28/2024,2024,5,May,28,1,Tuesday,22,Q2,Spring,0,0,0
2024-05-29,2024-05-29,2024,5,May,29,2,Wednesday,22,Q2,Spring,0,0,0
2024-05-30,2024-05-30,2024,5,May,30,3,Thursday,22,Q2,Spring,0,0,0
2024-05-31,31-05-2024,2024,5,May,31,4,Friday,22,Q2,Spring,0,0,1
2024-06-01,2024-06-01,2024,6,June,1,5,Saturday,22,Q2,Summer,1,0,0
2024-06-02,2024-06-02,2024,6,June,2,6,Sunday,22,Q2,Summer,1,0,0
2024-06-03,2024-06-03,2024,6,Jun,3,0,Monday,23,Q2,Summer,0,0,0
2024-06-04,2024-06-04,2024,6,June,4,1,Tuesday,23,Q2,Summer,0,0,0
2024-06-05,2024-06-05,2024,6,June,5,2,Wednesday,23,Q2,Summer,0,0,0
2024-06-06,2024-06-06,2024,6,June,6,3,Thursday,23,Q2,Summer,0,0,0
2024-06-07,2024-06-07,2024,6,June,7,4,Friday,23,Q2,Summer,0,0,0
2024-06-08,2024-06-08,2024,6,June,8,5,Saturday,23,Q2,Summer,1,0,0
2024-06-09,2024-06-09,2024,6,June,9,6,Sunday,23,Q2,Summer,1,0,0
2024-06-10,2024-06-10,2024,6,June,10,0,Monday,24,2,Summer,0,0,0
2024-06-11,06/11/2024,2024,6,June,11,1,Tuesday,24,Q2,Summer,0,0,0
2024-06-12,2024-06-12,2024,6,June,12,2,Wednesday,24,2,Summer,0,0,0
2024-06-13,2024-06-13,2024,6,June,13,3,Thursday,24,Q2,Summer,0,0,0
2024-06-14,2024-06-14,2024,6,June,14,4,Friday,24,Q2,Summer,0,0,0
2024-06-15,2024-06-15,2024,6,June,15,5,Saturday,24,Q2,Summer,1,0,0
2024-06-16,2024-06-16,2024,6,June,16,6,Sunday,24,2,Summer,1,0,0
2024-06-17,2024-06-17,2024,6,Jun,17,0,Monday,25,Q2,Summer,0,0,0
2024-06-18,2024-06-18,2024,6,June,18,1,Tuesday,25,Q2,Summer,0,0,0
2024-06-19,2024-06-19,2024,6,June,19,2,Wednesday,25,Q2,Summer,0,0,0
2024-06-20,2024-06-20,2024,6,June,20,3,Thursday,25,Q2,Summer,0,0,0
2024-06-21,2024-06-21,2024,6,June,21,4,Friday,25,Q2,Summer,0,0,0
2024-06-22,2024-06-22,2024,6,June,22,5,Saturday,25,Q2,Summer,1,0,0
2024-06-23,2024-06-23,2024,6,June,23,6,Sunday,25,Q2,Summer,1,0,0
2024-06-24,2024-06-24,2024,6,June,24,0,Monday,26,Q2,Summer,0,0,0
2024-06-25,2024-06-25,2024,6,Jun,25,1,Tuesday,26,Q2,Summer,0,0,0
2024-06-26,2024-06-26,2024,6,June,26,2,Wednesday,26,Q2,Summer,0,0,0
2024-06-27,2024-06-27,2024,6,June,27,3,Thursday,26,Q2,Summer,0,0,0
2024-06-28,2024-06-28,2024,6,June,28,4,Friday,26,Q2,Summer,0,0,0
2024-06-29,2024-06-29,2024,6,June,29,5,Saturday,26,2,Summer,1,0,0
2024-06-30,2024-06-30,2024,6,June,30,6,Sunday,26,Q2,Summer,1,0,1
2024-07-01,2024-07-01,2024,7,July,1,0,Monday,27,Q3,Summer,0,0,0
2024-07-02,2024-07-02,2024,7,July,2,1,Tuesday,27,3,Summer,0,0,0
2024-07-03,2024-07-03,2024,7,July,3,2,Wednesday,27,Q3,Summer,0,0,0
2024-07-04,2024-07-04,2024,7,July,4,3,Thursday,27,Q3,Summer,0,1,0
2024-07-05,2024-07-05,2024,7,July,5,4,Friday,27,Q3,Summer,0,0,0
2024-07-06,2024-07-06,2024,7,July,6,5,Saturday,27,Q3,Summer,1,0,0
2024-07-07,2024-07-07,2024,7,July,7,6,Sunday,27,Q3,Summer,1,0,0
2024-07-08,2024-07-08,2024,7,July,8,0,Monday,28,Q3,Summer,0,0,0
2024-07-09,2024-07-09,2024,7,July,9,1,Tuesday,28,Q3,Summer,0,0,0
2024-07-10,2024-07-10,2024,7,July,10,2,Wednesday,28,Q3,Summer,0,0,0
2024-07-11,2024-07-11,2024,7,July,11,3,Thursday,28,Q3,Summer,0,0,0
2024-07-12,2024-07-12,2024,7,July,12,4,Friday,28,Q3,Summer,0,0,0
2024-07-13,2024-07-13,2024,7,July,13,5,Saturday,28,Q3,Summer,1,0,0
2024-07-14,2024-07-14,2024,7,July,14,6,Sunday,28,Q3,Summer,1,0,0
2024-07-15,2024-07-15,2024,7,July,15,0,Monday,29,Q3,Summer,0,0,0
2024-07-16,2024-07-16,2024,7,July,16,1,Tuesday,29,Q3,Summer,0,0,0
2024-07-17,2024-07-17,2024,7,July,17,2,Wednesday,29,Q3,Summer,0,0,0
2024-07-18,2024-07-18,2024,7,July,18,3,Thursday,29,Q3,Summer,0,0,0
2024-07-19,2024-07-19,2024,7,July,19,4,Friday,29,3,Summer,0,0,0
2024-07-20,2024-07-20,2024,7,July,20,5,Saturday,29,3,Summer,1,0,0
2024-07-21,2024-07-21,2024,7,July,21,6,Sunday,29,Q3,Summer,1,0,0
2024-07-22,2024-07-22,2024,7,July,22,0,Monday,30,Q3,Summer,0,0,0
2024-07-23,2024-07-23,2024,7,July,23,1,Tuesday,30,Q3,Summer,0,0,0
2024-07-24,2024-07-24,2024,7,July,24,2,Wednesday,30,3,Summer,0,0,0
2024-07-25,2024-07-25,2024,7,July,25,3,Thursday,30,Q3,Summer,0,0,0
2024-07-26,2024-07-26,2024,7,July,26,4,Friday,30,Q3,Summer,0,0,0
2024-07-27,2024-07-27,2024,7,July,27,5,Saturday,30,Q3,Summer,1,0,0
2024-07-28,2024-07-28,2024,7,July,28,6,Sunday,30,Q3,Summer,1,0,0
2024-07-29,2024-07-29,2024,7,July,29,0,Monday,31,Q3,Summer,0,0,0
2024-07-30,30-07-2024,2024,7,July,30,1,Tuesday,31,Q3,Summer,0,0,0
2024-07-31,2024-07-31,2024,7,July,31,2,Wednesday,31,Q3,Summer,0,0,1
2024-08-01,2024-08-01,2024,8,August,1,3,Thursday,31,3,Summer,0,0,0
2024-08-02,2024-08-02,2024,8,Aug,2,4,Friday,31,Q3,Summer,0,0,0
2024-08-03,2024-08-03,2024,8,August,3,5,Saturday,31,Q3,Summer,1,0,0
2024-08-04,2024-08-04,2024,8,August,4,6,Sunday,31,Q3,Summer,1,0,0
2024-08-05,2024-08-05,2024,8,August,5,0,Monday,32,Q3,Summer,0,0,0
2024-08-06,2024-08-06,2024,8,August,6,1,Tuesday,32,Q3,Summer,0,0,0
2024-08-07,2024-08-07,2024,8,August,7,2,Wednesday,32,Q3,Summer,0,0,0
2024-08-08,2024-08-08,2024,8,August,8,3,Thursday,32,Q3,Summer,0,0,0
2024-08-09,2024-08-09,2024,8,August,9,4,Friday,32,Q3,Summer,0,0,0
2024-08-10,2024-08-10,2024,8,August,10,5,Saturday,32,Q3,Summer,1,0,0
2024-08-11,2024-08-11,2024,8,August,11,6,Sunday,32,Q3,Summer,1,0,0
2024-08-12,2024-08-12,2024,8,August,12,0,Monday,33,Q3,Summer,0,0,0
2024-08-13,2024-08-13,2024,8,August,13,1,Tuesday,33,Q3,Summer,0,0,0
2024-08-14,2024-08-14,2024,8,August,14,2,Wednesday,33,Q3,Summer,0,0,0
2024-08-15,2024-08-15,2024,8,August,15,3,Thursday,33,3,Summer,0,0,0
2024-08-16,16-08-2024,2024,8,August,16,4,Friday,33,Q3,Summer,0,0,0
2024-08-17,2024/08/17,2024,8,August,17,5,Saturday,33,3,Summer,1,0,0
2024-08-18,2024-08-18,2024,8,August,18,6,Sunday,33,Q3,Summer,1,0,0
2024-08-19,2024-08-19,2024,8,August,19,0,Monday,34,Q3,Summer,0,0,0
2024-08-20,20-08-2024,2024,8,August,20,1,Tuesday,34,Q3,Summer,0,0,0
2024-08-21,2024-08-21,2024,8,August,21,2,Wednesday,34,Q3,Summer,0,0,0
2024-08-22,2024-08-22,2024,8,Aug,22,3,Thursday,34,Q3,Summer,0,0,0
2024-08-23,2024-08-23,2024,8,August,23,4,Friday,34,Q3,Summer,0,0,0
2024-08-24,24-08-2024,2024,8,August,24,5,Saturday,34,Q3,Summer,1,0,0
2024-08-25,2024/08/25,2024,8,August,25,6,Sunday,34,Q3,Summer,1,0,0
2024-08-26,2024-08-26,2024,8,August,26,0,Monday,35,Q3,Summer,0,0,0
2024-08-27,2024-08-27,2024,8,August,27,1,Tuesday,35,3,Summer,0,0,0
